"","Date","Type","Price","Landsize","BuildingArea","Rooms","Bathroom","Car","YearBuilt","Distance","Regionname","Propertycount"
"21245","16/09/2017","h",2550000,620,NA,4,2,2,1993,"13.8","Southern Metropolitan","5454"
"21246","16/09/2017","h",2135000,NA,289,4,2,2,1990,"13.8","Southern Metropolitan","5454"
"21247","16/09/2017","h",1820000,412,423,4,2,2,1940,"13.8","Southern Metropolitan","5454"
"21248","16/09/2017","h",1450000,464,147,3,1,1,1948,"13.8","Southern Metropolitan","5454"
"21249","16/09/2017","u",910000,NA,NA,2,NA,NA,NA,"13.8","Southern Metropolitan","2356"
"21250","16/09/2017","u",758000,NA,NA,2,1,1,1950,"13.8","Southern Metropolitan","2356"
"21251","16/09/2017","h",1060000,465,NA,3,2,3,NA,"13.8","Southern Metropolitan","2356"
"21252","16/09/2017","t",875000,234,NA,2,1,1,NA,"13.8","Southern Metropolitan","2356"
"21253","16/09/2017","h",2325000,649,227,4,3,2,1920,"5.3","Southern Metropolitan","11308"
"21254","16/09/2017","h",2200000,NA,857,4,3,2,1930,"5.3","Southern Metropolitan","11308"
"21255","16/09/2017","u",NA,NA,NA,2,1,1,NA,"5.3","Southern Metropolitan","11308"
"21256","16/09/2017","u",NA,NA,NA,2,1,2,NA,"5.3","Southern Metropolitan","11308"
"21257","16/09/2017","h",NA,750,232,4,2,5,1890,"5.3","Southern Metropolitan","11308"
"21258","16/09/2017","h",NA,NA,225,4,3,2,1926,"5.3","Southern Metropolitan","11308"
"21259","16/09/2017","h",1450000,216,104,3,1,0,1890,"5.3","Southern Metropolitan","11308"
"21260","16/09/2017","t",NA,NA,NA,3,NA,NA,NA,"6.2","Southern Metropolitan","6482"
"21261","16/09/2017","h",NA,NA,327,5,3,4,1880,"6.2","Southern Metropolitan","6482"
"21262","16/09/2017","h",NA,694,195,4,2,2,1938,"6.2","Southern Metropolitan","6482"
"21263","16/09/2017","u",497000,NA,59,2,1,1,1960,"6.2","Southern Metropolitan","6482"
"21264","16/09/2017","t",710000,NA,133,3,2,2,2009,"21.3","Eastern Metropolitan","3794"
"21265","16/09/2017","h",NA,442,207,4,2,2,2016,"21.3","Eastern Metropolitan","3794"
"21266","16/09/2017","h",NA,800,NA,3,2,1,NA,"21.3","Eastern Metropolitan","3794"
"21267","16/09/2017","h",846000,605,NA,3,2,2,NA,"8.8","Eastern Metropolitan","2674"
"21268","16/09/2017","u",480000,NA,NA,2,1,1,1998,"8.8","Eastern Metropolitan","2674"
"21269","16/09/2017","h",900000,NA,NA,5,2,2,NA,"8.8","Eastern Metropolitan","2674"
"21270","16/09/2017","h",1060000,NA,176,4,2,2,1950,"16","Southern Metropolitan","4794"
"21271","16/09/2017","t",1010000,NA,NA,3,3,2,NA,"16","Southern Metropolitan","4794"
"21272","16/09/2017","h",628000,480,120,4,2,1,2003,"18","Western Metropolitan","5556"
"21273","16/09/2017","h",645500,719,155,3,2,2,2000,"18","Western Metropolitan","5556"
"21274","16/09/2017","h",760000,NA,NA,3,NA,NA,NA,"18","Western Metropolitan","5556"
"21275","16/09/2017","h",575000,592,NA,3,1,4,NA,"18.4","Western Metropolitan","13830"
"21276","16/09/2017","h",NA,NA,127,3,2,2,2007,"18.4","Western Metropolitan","13830"
"21277","16/09/2017","h",NA,657,NA,5,3,2,1998,"18.4","Western Metropolitan","13830"
"21278","16/09/2017","h",525000,452,134,4,2,2,1993,"18.4","Western Metropolitan","13830"
"21279","16/09/2017","h",723000,872,NA,4,2,2,NA,"18.4","Western Metropolitan","13830"
"21280","16/09/2017","h",678000,NA,NA,3,1,2,NA,"18.4","Western Metropolitan","13830"
"21281","16/09/2017","h",NA,4087,NA,4,2,5,NA,"18.4","Western Metropolitan","13830"
"21282","16/09/2017","h",NA,580,NA,3,1,1,NA,"18.4","Western Metropolitan","13830"
"21283","16/09/2017","t",917000,NA,180,4,3,2,2014,"12.3","Southern Metropolitan","3145"
"21284","16/09/2017","t",720000,NA,86,3,1,1,1950,"7.8","Eastern Metropolitan","5549"
"21285","16/09/2017","h",2800000,NA,288,4,2,2,1920,"7.8","Eastern Metropolitan","5549"
"21286","16/09/2017","h",NA,NA,157,3,2,2,1915,"7.8","Eastern Metropolitan","5549"
"21287","16/09/2017","h",626000,622,87,3,1,2,1960,"14","Northern Metropolitan","851"
"21288","16/09/2017","h",NA,540,NA,3,1,3,NA,"14","Northern Metropolitan","851"
"21289","16/09/2017","h",NA,NA,NA,3,1,1,NA,"14","Northern Metropolitan","851"
"21290","16/09/2017","h",840000,725,225,3,2,2,1970,"14.5","Western Metropolitan","2339"
"21291","16/09/2017","h",1230000,538,127,4,4,2,1990,"11.7","Western Metropolitan","5629"
"21292","16/09/2017","h",1020000,NA,NA,3,1,1,NA,"11.7","Western Metropolitan","5629"
"21293","16/09/2017","h",1295000,NA,NA,3,3,4,1980,"11.7","Western Metropolitan","5629"
"21294","16/09/2017","h",933000,613,NA,3,1,2,NA,"11.7","Western Metropolitan","5629"
"21295","16/09/2017","u",520000,NA,NA,2,2,1,2013,"15.5","Western Metropolitan","570"
"21296","16/09/2017","t",590000,NA,64,1,1,1,1998,"3.4","Northern Metropolitan","5263"
"21297","16/09/2017","t",1300000,NA,NA,3,NA,NA,NA,"3.4","Northern Metropolitan","5263"
"21298","16/09/2017","h",2375000,481,NA,4,3,2,NA,"5.4","Southern Metropolitan","10331"
"21299","16/09/2017","u",625000,NA,NA,2,1,1,1970,"5.4","Southern Metropolitan","10331"
"21300","16/09/2017","h",1380000,NA,NA,3,NA,NA,NA,"5.4","Southern Metropolitan","10331"
"21301","16/09/2017","h",NA,NA,NA,3,4,3,1920,"5.4","Southern Metropolitan","10331"
"21302","16/09/2017","h",2070000,NA,229,6,4,3,1993,"5.4","Southern Metropolitan","10331"
"21303","16/09/2017","h",NA,743,252,4,2,2,1970,"5.4","Southern Metropolitan","10331"
"21304","16/09/2017","u",NA,NA,NA,2,1,1,1970,"5.4","Southern Metropolitan","10331"
"21305","16/09/2017","h",1950000,460,NA,3,2,2,2000,"5.4","Southern Metropolitan","10331"
"21306","16/09/2017","h",2050000,NA,NA,4,4,2,2014,"5.4","Southern Metropolitan","10331"
"21307","16/09/2017","u",920000,NA,78,2,2,1,2000,"5.4","Southern Metropolitan","10331"
"21308","16/09/2017","h",NA,644,212,4,1,3,1899,"5.4","Southern Metropolitan","10331"
"21309","16/09/2017","h",5065000,892,NA,5,4,2,1917,"5.4","Southern Metropolitan","10331"
"21310","16/09/2017","h",NA,650,NA,5,2,2,1933,"5.4","Southern Metropolitan","10331"
"21311","16/09/2017","h",5580000,NA,414,5,5,2,2007,"5.4","Southern Metropolitan","10331"
"21312","16/09/2017","h",1650000,650,NA,3,1,2,NA,"7.3","Southern Metropolitan","2671"
"21313","16/09/2017","h",NA,701,NA,4,2,2,NA,"7.3","Southern Metropolitan","2671"
"21314","16/09/2017","h",2125000,741,NA,3,2,2,NA,"7.3","Southern Metropolitan","2671"
"21315","16/09/2017","h",1325000,422,88,2,1,2,1940,"7.3","Southern Metropolitan","2671"
"21316","16/09/2017","h",1975000,676,160,3,1,2,1925,"7.3","Southern Metropolitan","2671"
"21317","16/09/2017","h",NA,NA,NA,3,1,2,NA,"25.2","South-Eastern Metropolitan","8459"
"21318","16/09/2017","h",NA,NA,NA,3,NA,NA,NA,"25.2","South-Eastern Metropolitan","8459"
"21319","16/09/2017","h",850000,NA,NA,6,NA,NA,NA,"26","Eastern Metropolitan","4654"
"21320","16/09/2017","h",1140000,276,118,4,1,0,1915,"6.4","Western Metropolitan","1808"
"21321","16/09/2017","t",740000,NA,23,3,1,1,2006,"6.4","Western Metropolitan","1808"
"21322","16/09/2017","h",1000000,275,282,3,2,2,1940,"6.4","Western Metropolitan","1808"
"21323","16/09/2017","h",801000,852,NA,3,1,1,NA,"16.3","Northern Metropolitan","8279"
"21324","16/09/2017","h",596000,570,NA,3,1,2,NA,"16.3","Northern Metropolitan","8279"
"21325","16/09/2017","h",1062000,NA,128,3,2,2,1970,"14.6","Eastern Metropolitan","1624"
"21326","16/09/2017","h",NA,NA,NA,3,NA,NA,NA,"12.7","Northern Metropolitan","4168"
"21327","16/09/2017","h",NA,NA,NA,2,NA,NA,NA,"12.7","Northern Metropolitan","4168"
"21328","16/09/2017","t",NA,NA,NA,2,NA,NA,NA,"6.4","Western Metropolitan","3873"
"21329","16/09/2017","t",650000,NA,NA,2,1,2,2010,"6.4","Western Metropolitan","3873"
"21330","16/09/2017","h",NA,311,220,4,3,4,2004,"5.9","Southern Metropolitan","4675"
"21331","16/09/2017","u",550000,NA,93,2,1,1,1970,"5.9","Southern Metropolitan","4675"
"21332","16/09/2017","h",1700000,NA,300,3,2,2,2003,"5.9","Southern Metropolitan","4675"
"21333","16/09/2017","t",2750000,357,270,4,2,3,2015,"5.9","Southern Metropolitan","4675"
"21334","16/09/2017","u",1000000,NA,NA,2,1,1,1970,"5.9","Southern Metropolitan","4675"
"21335","16/09/2017","h",NA,NA,163,3,2,2,1920,"5.9","Southern Metropolitan","4675"
"21336","16/09/2017","h",3400000,561,285,4,2,2,NA,"5.9","Southern Metropolitan","4675"
"21337","16/09/2017","h",1015000,NA,117,3,1,2,2002,"8.4","Southern Metropolitan","8801"
"21338","16/09/2017","h",NA,307,NA,3,1,1,NA,"8.4","Southern Metropolitan","8801"
"21339","16/09/2017","u",725000,NA,NA,2,1,1,NA,"8.4","Southern Metropolitan","8801"
"21340","16/09/2017","h",1250000,NA,NA,3,1,2,NA,"8.4","Southern Metropolitan","8801"
"21341","16/09/2017","u",1500000,NA,NA,2,2,2,NA,"8.4","Southern Metropolitan","8801"
"21342","16/09/2017","u",372000,NA,NA,2,1,2,NA,"4.3","Western Metropolitan","4918"
"21343","16/09/2017","t",815000,NA,NA,3,NA,NA,NA,"4.3","Western Metropolitan","4918"
"21344","16/09/2017","h",NA,NA,NA,3,NA,NA,NA,"11.4","Southern Metropolitan","2397"
"21345","16/09/2017","h",370000,784,95,3,1,1,1978,"17.4","Northern Metropolitan","4704"
"21346","16/09/2017","u",660000,NA,NA,2,NA,NA,NA,"0","Northern Metropolitan","17496"
"21347","16/09/2017","u",550000,NA,NA,2,NA,NA,NA,"0","Northern Metropolitan","17496"
"21348","16/09/2017","u",1710000,NA,NA,4,NA,NA,NA,"0","Northern Metropolitan","17496"
"21349","16/09/2017","u",555000,NA,NA,2,NA,NA,NA,"0","Northern Metropolitan","17496"
"21350","16/09/2017","u",NA,NA,NA,2,NA,NA,NA,"0","Northern Metropolitan","17496"
"21351","16/09/2017","h",392500,NA,171,3,1,2,1975,"29.8","Western Victoria","4718"
"21352","16/09/2017","h",370000,NA,119,3,1,2,1975,"29.8","Western Victoria","4718"
"21353","16/09/2017","h",NA,650,NA,3,1,2,NA,"31.7","Northern Victoria","6065"
"21354","16/09/2017","h",486000,NA,172,4,1,4,1980,"31.7","Northern Victoria","6065"
"21355","16/09/2017","t",995000,248,166,3,3,2,2011,"20","South-Eastern Metropolitan","6162"
"21356","16/09/2017","h",950000,531,NA,3,1,2,NA,"20","South-Eastern Metropolitan","6162"
"21357","16/09/2017","t",792000,156,NA,3,2,2,NA,"20","South-Eastern Metropolitan","6162"
"21358","16/09/2017","t",525000,NA,76,2,1,1,1970,"20","South-Eastern Metropolitan","6162"
"21359","16/09/2017","u",640000,NA,68,2,1,0,1960,"20","South-Eastern Metropolitan","6162"
"21360","16/09/2017","t",590000,NA,89,2,1,1,1970,"20","South-Eastern Metropolitan","6162"
"21361","16/09/2017","u",660000,NA,67,2,1,0,1960,"3","Southern Metropolitan","2019"
"21362","16/09/2017","u",445000,265,NA,2,1,1,NA,"17.9","Northern Metropolitan","10529"
"21363","16/09/2017","h",475000,NA,NA,2,1,1,NA,"17.9","Northern Metropolitan","10529"
"21364","16/09/2017","h",675000,640,NA,3,1,4,1980,"17.9","Northern Metropolitan","10529"
"21365","16/09/2017","h",546000,NA,NA,3,NA,NA,NA,"17.9","Northern Metropolitan","10529"
"21366","16/09/2017","h",721000,603,NA,4,2,2,NA,"17.9","Northern Metropolitan","10529"
"21367","16/09/2017","t",492000,199,NA,4,1,1,NA,"17.9","Northern Metropolitan","10529"
"21368","16/09/2017","h",715000,NA,174,4,2,2,1980,"17.9","Northern Metropolitan","10529"
"21369","16/09/2017","h",657000,NA,NA,3,2,3,NA,"17.9","Northern Metropolitan","10529"
"21370","16/09/2017","h",900000,609,231,4,2,2,2003,"17.9","Northern Metropolitan","10529"
"21371","16/09/2017","h",650000,588,NA,3,1,2,NA,"17.9","Northern Metropolitan","10529"
"21372","16/09/2017","h",1120000,981,NA,4,2,2,NA,"17.2","Eastern Metropolitan","6871"
"21373","16/09/2017","h",961000,625,NA,3,2,1,NA,"17.2","Eastern Metropolitan","6871"
"21374","16/09/2017","h",NA,1175,245,4,2,2,2008,"17.2","Eastern Metropolitan","6871"
"21375","16/09/2017","h",910000,NA,NA,3,NA,NA,NA,"17.2","Eastern Metropolitan","6871"
"21376","16/09/2017","h",NA,NA,NA,4,3,2,NA,"17.2","Eastern Metropolitan","6871"
"21377","16/09/2017","h",NA,613,NA,3,1,3,NA,"17.2","Eastern Metropolitan","6871"
"21378","16/09/2017","h",990000,680,NA,3,1,NA,NA,"17.2","Eastern Metropolitan","6871"
"21379","16/09/2017","h",NA,706,NA,3,1,1,NA,"10.2","Eastern Metropolitan","2079"
"21380","16/09/2017","t",1580000,1153,NA,3,2,2,NA,"10.2","Eastern Metropolitan","2079"
"21381","16/09/2017","h",2500000,402,277,4,3,3,1950,"10.2","Eastern Metropolitan","2079"
"21382","16/09/2017","h",940000,870,NA,4,2,2,NA,"16.2","Eastern Metropolitan","3891"
"21383","16/09/2017","u",620000,NA,NA,2,1,1,1990,"16.2","Eastern Metropolitan","3891"
"21384","16/09/2017","h",883500,NA,102,2,1,2,1992,"6.2","Western Metropolitan","6232"
"21385","16/09/2017","u",620000,NA,NA,2,1,1,NA,"6.2","Western Metropolitan","6232"
"21386","16/09/2017","h",NA,NA,NA,3,NA,NA,NA,"6.2","Western Metropolitan","6232"
"21387","16/09/2017","h",1200000,455,145,4,1,1,1920,"6.2","Western Metropolitan","6232"
"21388","16/09/2017","h",1007500,450,NA,3,1,1,NA,"6.2","Western Metropolitan","6232"
"21389","16/09/2017","t",1011500,NA,NA,3,NA,NA,NA,"14.3","Southern Metropolitan","2555"
"21390","16/09/2017","u",828000,301,117,3,2,2,1980,"14.3","Southern Metropolitan","2555"
"21391","16/09/2017","h",NA,892,172,4,4,3,1989,"26.5","Eastern Victoria","8280"
"21392","16/09/2017","h",NA,926,NA,3,1,1,1950,"26.5","Eastern Victoria","8280"
"21393","16/09/2017","u",675000,NA,93,2,1,1,1970,"21.5","South-Eastern Metropolitan","3650"
"21394","16/09/2017","t",NA,254,161,3,2,2,2012,"21.5","South-Eastern Metropolitan","3650"
"21395","16/09/2017","u",757000,NA,NA,2,NA,NA,NA,"21.5","South-Eastern Metropolitan","3650"
"21396","16/09/2017","h",1285000,656,NA,4,2,4,NA,"21.5","South-Eastern Metropolitan","3650"
"21397","16/09/2017","h",1416000,NA,NA,4,3,2,NA,"14.2","Eastern Metropolitan","13366"
"21398","16/09/2017","h",1386000,NA,172,4,2,3,1963,"14.2","Eastern Metropolitan","13366"
"21399","16/09/2017","h",2420000,757,503,5,5,2,1975,"14.2","Eastern Metropolitan","13366"
"21400","16/09/2017","h",1412000,NA,NA,4,3,2,NA,"14.2","Eastern Metropolitan","13366"
"21401","16/09/2017","h",1335000,731,145,4,1,3,1970,"14.2","Eastern Metropolitan","13366"
"21402","16/09/2017","h",1323000,NA,NA,5,2,2,NA,"14.2","Eastern Metropolitan","13366"
"21403","16/09/2017","t",1700000,NA,NA,4,NA,NA,NA,"14.2","Eastern Metropolitan","13366"
"21404","16/09/2017","h",1451000,730,NA,3,2,1,NA,"14.2","Eastern Metropolitan","13366"
"21405","16/09/2017","h",1480000,695,160,4,2,2,1970,"14.2","Eastern Metropolitan","13366"
"21406","16/09/2017","h",1150000,NA,NA,3,2,2,NA,"14.2","Eastern Metropolitan","13366"
"21407","16/09/2017","h",850000,648,NA,3,1,2,NA,"18.8","South-Eastern Metropolitan","7113"
"21408","16/09/2017","h",912000,753,NA,3,2,1,NA,"18.8","South-Eastern Metropolitan","7113"
"21409","16/09/2017","h",1100000,748,152,4,2,2,1996,"18.8","South-Eastern Metropolitan","7113"
"21410","16/09/2017","t",1100000,NA,NA,3,2,2,NA,"10.1","Southern Metropolitan","4442"
"21411","16/09/2017","t",1210000,NA,NA,3,NA,NA,NA,"10.1","Southern Metropolitan","4442"
"21412","16/09/2017","h",792500,846,174,4,2,2,1996,"34.1","South-Eastern Metropolitan","9376"
"21413","16/09/2017","u",NA,NA,NA,2,NA,NA,NA,"34.1","South-Eastern Metropolitan","9376"
"21414","16/09/2017","h",1262000,343,110,3,2,2,1980,"6.2","Western Metropolitan","5498"
"21415","16/09/2017","h",1210000,325,160,4,1,0,1983,"6.2","Western Metropolitan","5498"
"21416","16/09/2017","t",NA,246,170,3,2,2,1998,"6.2","Western Metropolitan","5498"
"21417","16/09/2017","h",NA,267,NA,4,3,2,NA,"6.2","Western Metropolitan","5498"
"21418","16/09/2017","h",1186000,654,112,3,1,4,1955,"10.4","Western Metropolitan","2291"
"21419","16/09/2017","h",960000,NA,NA,3,2,1,NA,"10.4","Western Metropolitan","2291"
"21420","16/09/2017","h",NA,669,NA,2,1,2,NA,"22.7","South-Eastern Metropolitan","11806"
"21421","16/09/2017","u",600000,NA,NA,2,NA,NA,NA,"1.8","Northern Metropolitan","6821"
"21422","16/09/2017","t",790000,NA,88,2,1,1,1940,"1.8","Northern Metropolitan","6821"
"21423","16/09/2017","h",1320000,227,119,3,1,1,1920,"5.3","Northern Metropolitan","11364"
"21424","16/09/2017","h",1100000,NA,NA,2,1,1,NA,"5.3","Northern Metropolitan","11364"
"21425","16/09/2017","h",1325000,315,NA,2,1,NA,NA,"5.3","Northern Metropolitan","11364"
"21426","16/09/2017","h",2250000,NA,NA,4,1,1,NA,"5.3","Northern Metropolitan","11364"
"21427","16/09/2017","t",800000,NA,NA,2,NA,NA,NA,"5.3","Northern Metropolitan","11364"
"21428","16/09/2017","h",NA,520,109,3,1,2,1940,"5.3","Northern Metropolitan","11364"
"21429","16/09/2017","h",730000,NA,NA,2,1,NA,NA,"5.3","Northern Metropolitan","11364"
"21430","16/09/2017","h",780000,242,NA,2,1,NA,NA,"5.3","Northern Metropolitan","11364"
"21431","16/09/2017","h",NA,361,NA,3,2,2,NA,"5.3","Northern Metropolitan","11364"
"21432","16/09/2017","t",NA,NA,NA,5,3,2,NA,"16.7","Southern Metropolitan","902"
"21433","16/09/2017","h",903000,NA,NA,3,2,2,NA,"15.4","Eastern Metropolitan","4973"
"21434","16/09/2017","u",NA,NA,75,2,1,1,1970,"15.4","Eastern Metropolitan","4973"
"21435","16/09/2017","h",955000,838,NA,5,2,4,NA,"11.2","Northern Metropolitan","2651"
"21436","16/09/2017","h",725000,327,111,3,1,1,1960,"11.2","Northern Metropolitan","2651"
"21437","16/09/2017","t",NA,NA,125,4,2,2,2012,"12.3","Southern Metropolitan","2547"
"21438","16/09/2017","h",NA,615,NA,2,1,1,NA,"15.5","South-Eastern Metropolitan","3692"
"21439","16/09/2017","h",1255000,NA,260,4,2,2,1992,"15.5","South-Eastern Metropolitan","3692"
"21440","16/09/2017","h",1361000,NA,NA,5,3,2,NA,"15.5","South-Eastern Metropolitan","3692"
"21441","16/09/2017","h",950000,660,NA,3,1,2,NA,"15.5","South-Eastern Metropolitan","3692"
"21442","16/09/2017","h",1790000,NA,140,3,2,1,1980,"11.4","Southern Metropolitan","3578"
"21443","16/09/2017","u",507000,NA,65,2,1,1,1960,"11.4","Southern Metropolitan","3578"
"21444","16/09/2017","t",820000,NA,NA,2,1,1,NA,"11.4","Southern Metropolitan","3578"
"21445","16/09/2017","h",NA,NA,289,6,3,2,1935,"11.4","Southern Metropolitan","3578"
"21446","16/09/2017","h",1250000,802,NA,3,1,2,NA,"21.5","South-Eastern Metropolitan","5087"
"21447","16/09/2017","h",910000,NA,NA,3,1,2,NA,"8.5","Northern Metropolitan","7485"
"21448","16/09/2017","h",NA,551,112,3,2,2,1960,"8.5","Northern Metropolitan","7485"
"21449","16/09/2017","t",NA,NA,NA,4,NA,NA,NA,"8.5","Northern Metropolitan","7485"
"21450","16/09/2017","h",850000,712,133,3,1,1,1940,"8.5","Northern Metropolitan","7485"
"21451","16/09/2017","h",1160000,480,NA,3,2,2,NA,"8.5","Northern Metropolitan","7485"
"21452","16/09/2017","h",670000,NA,104,3,1,3,NA,"31.2","South-Eastern Metropolitan","3351"
"21453","16/09/2017","h",765000,612,219,4,2,2,2004,"14.7","Western Metropolitan","15542"
"21454","16/09/2017","h",760000,NA,NA,4,2,2,NA,"14.7","Western Metropolitan","15542"
"21455","16/09/2017","h",711000,NA,191,4,2,2,2011,"14.7","Western Metropolitan","15542"
"21456","16/09/2017","h",600000,NA,147,4,2,2,2009,"14.7","Western Metropolitan","15542"
"21457","16/09/2017","h",640000,NA,NA,2,NA,NA,NA,"14.7","Western Metropolitan","15542"
"21458","16/09/2017","h",635000,334,244,4,2,2,2000,"14.7","Western Metropolitan","15542"
"21459","16/09/2017","h",1260000,112,NA,2,1,NA,NA,"3.5","Southern Metropolitan","8648"
"21460","16/09/2017","h",1960000,253,230,3,2,0,1900,"3.5","Southern Metropolitan","8648"
"21461","16/09/2017","u",685000,NA,NA,2,2,1,2000,"3.5","Southern Metropolitan","8648"
"21462","16/09/2017","t",2611000,NA,NA,5,NA,NA,NA,"3.5","Southern Metropolitan","8648"
"21463","16/09/2017","h",2085000,NA,NA,3,2,NA,NA,"4.6","Southern Metropolitan","7717"
"21464","16/09/2017","h",1771000,240,NA,3,2,1,NA,"4.6","Southern Metropolitan","7717"
"21465","16/09/2017","u",515000,284,NA,1,1,NA,NA,"4.6","Southern Metropolitan","7717"
"21466","16/09/2017","h",1610000,111,NA,3,2,NA,1890,"4.6","Southern Metropolitan","7717"
"21467","16/09/2017","t",640000,NA,NA,2,NA,NA,NA,"8.4","Northern Metropolitan","14577"
"21468","16/09/2017","h",1035000,696,NA,3,1,2,NA,"8.4","Northern Metropolitan","14577"
"21469","16/09/2017","h",880000,480,NA,3,1,0,NA,"8.4","Northern Metropolitan","14577"
"21470","16/09/2017","h",1625000,253,NA,2,1,1,NA,"3.5","Northern Metropolitan","1008"
"21471","16/09/2017","t",625000,NA,NA,3,3,1,NA,"12","Northern Metropolitan","21650"
"21472","16/09/2017","h",520000,NA,NA,2,1,1,NA,"12","Northern Metropolitan","21650"
"21473","16/09/2017","h",930000,735,NA,3,1,2,NA,"12","Northern Metropolitan","21650"
"21474","16/09/2017","h",912000,871,NA,4,1,2,NA,"12","Northern Metropolitan","21650"
"21475","16/09/2017","h",900000,694,NA,3,1,1,NA,"12","Northern Metropolitan","21650"
"21476","16/09/2017","u",602500,NA,NA,3,2,2,NA,"12","Northern Metropolitan","21650"
"21477","16/09/2017","u",NA,NA,53,1,1,1,2014,"12","Northern Metropolitan","21650"
"21478","16/09/2017","h",935000,768,NA,3,1,2,NA,"12","Northern Metropolitan","21650"
"21479","16/09/2017","u",465000,676,61,2,1,1,2012,"12","Northern Metropolitan","21650"
"21480","16/09/2017","t",752000,NA,NA,3,2,2,2005,"12","Northern Metropolitan","21650"
"21481","16/09/2017","h",920000,665,100,2,1,2,1955,"12","Northern Metropolitan","21650"
"21482","16/09/2017","h",NA,795,NA,3,1,2,1947,"12","Northern Metropolitan","21650"
"21483","16/09/2017","h",1074000,NA,NA,3,1,2,NA,"12","Northern Metropolitan","21650"
"21484","16/09/2017","u",630000,NA,NA,3,NA,NA,NA,"12","Northern Metropolitan","21650"
"21485","16/09/2017","u",423000,NA,40,1,1,1,2012,"12","Northern Metropolitan","21650"
"21486","16/09/2017","u",415000,NA,74,2,1,1,1987,"12","Northern Metropolitan","21650"
"21487","16/09/2017","u",519000,NA,62,2,1,1,2012,"12","Northern Metropolitan","21650"
"21488","16/09/2017","h",3270000,NA,121,3,1,2,1890,"2.4","Northern Metropolitan","14949"
"21489","16/09/2017","u",NA,NA,69,2,1,1,2005,"2.4","Northern Metropolitan","14949"
"21490","16/09/2017","u",530000,NA,NA,2,1,1,1970,"2.4","Northern Metropolitan","14949"
"21491","16/09/2017","t",1500000,72,145,3,2,2,2011,"2.4","Northern Metropolitan","14949"
"21492","16/09/2017","u",499000,NA,NA,1,NA,NA,NA,"2.4","Northern Metropolitan","14949"
"21493","16/09/2017","u",485000,NA,NA,1,1,1,NA,"2.4","Northern Metropolitan","14949"
"21494","16/09/2017","h",1200000,135,86,2,1,NA,1890,"2.4","Northern Metropolitan","14949"
"21495","16/09/2017","h",1276000,NA,NA,2,2,1,NA,"2.4","Northern Metropolitan","14949"
"21496","16/09/2017","h",800000,691,NA,3,1,3,NA,"19.9","Eastern Metropolitan","7785"
"21497","16/09/2017","h",1335000,697,NA,4,1,0,1980,"19.9","Eastern Metropolitan","7785"
"21498","16/09/2017","h",935000,540,119,4,3,2,NA,"19.9","Eastern Metropolitan","7785"
"21499","16/09/2017","h",NA,NA,NA,4,2,2,NA,"21.3","Eastern Metropolitan","4407"
"21500","16/09/2017","h",NA,1216,278,6,4,2,1975,"21.3","Eastern Metropolitan","4407"
"21501","16/09/2017","h",746000,400,135,3,1,1,1950,"21.3","Eastern Metropolitan","4407"
"21502","16/09/2017","h",NA,878,NA,4,1,2,NA,"21.3","Eastern Metropolitan","4407"
"21503","16/09/2017","h",1283000,1019,NA,4,2,2,NA,"19.9","Eastern Metropolitan","3619"
"21504","16/09/2017","h",1160000,NA,NA,3,1,2,NA,"8.9","Eastern Metropolitan","3540"
"21505","16/09/2017","h",1365000,687,NA,4,3,2,NA,"8.9","Eastern Metropolitan","3540"
"21506","16/09/2017","h",1250000,NA,NA,3,2,2,NA,"8.9","Eastern Metropolitan","3540"
"21507","16/09/2017","h",NA,NA,NA,3,NA,NA,NA,"8.9","Eastern Metropolitan","3540"
"21508","16/09/2017","h",1775000,1240,NA,4,2,2,NA,"8.9","Eastern Metropolitan","3540"
"21509","16/09/2017","h",955000,NA,192,4,2,2,1999,"23.5","South-Eastern Metropolitan","11667"
"21510","16/09/2017","h",380000,372,92,3,1,1,2000,"20.6","Northern Metropolitan","5833"
"21511","16/09/2017","h",NA,647,0,3,2,2,2000,"20.6","Northern Metropolitan","5833"
"21512","16/09/2017","h",665000,NA,184,4,2,2,2010,"34.7","South-Eastern Metropolitan","1721"
"21513","16/09/2017","h",1665000,780,NA,4,3,2,NA,"15.2","Southern Metropolitan","4497"
"21514","16/09/2017","h",NA,817,244,4,2,2,1890,"15.2","Southern Metropolitan","4497"
"21515","16/09/2017","h",NA,NA,NA,3,2,2,NA,"15.2","Southern Metropolitan","4497"
"21516","16/09/2017","h",1915000,563,220,4,2,2,1910,"15.2","Southern Metropolitan","4497"
"21517","16/09/2017","t",NA,NA,280,4,3,2,2011,"15.2","Southern Metropolitan","4497"
"21518","16/09/2017","h",1610000,NA,NA,3,1,1,NA,"15.2","Southern Metropolitan","4497"
"21519","16/09/2017","t",NA,395,NA,4,2,2,NA,"15.2","Southern Metropolitan","4497"
"21520","16/09/2017","h",950000,758,NA,4,2,NA,1975,"22.2","Eastern Metropolitan","2206"
"21521","16/09/2017","h",962000,724,166,4,2,3,1985,"22.2","Eastern Metropolitan","2206"
"21522","16/09/2017","h",855000,67,72,1,1,0,1900,"1.9","Southern Metropolitan","5943"
"21523","16/09/2017","h",490000,NA,140,3,2,2,1995,"20.5","Northern Metropolitan","7969"
"21524","16/09/2017","h",527000,NA,170,3,2,2,2009,"20.5","Northern Metropolitan","7969"
